iter	RMSE
156	0.1581382483
157	0.1578469885
158	0.157537725
159	0.1572318958
160	0.1568495923
161	0.1563983387
162	0.1558250207
163	0.1554354748
164	0.1551439269
165	0.1549765387
166	0.1546310513
167	0.1543091636
168	0.1540089407
169	0.1537925393
170	0.1534185394
171	0.1530904855
172	0.1527061859
173	0.1523460685
174	0.1519800827
175	0.1516491571
176	0.1514317896
177	0.1511999253
178	0.1509399761
179	0.1507167128
180	0.1504213604
181	0.1501672858
182	0.1498279978
183	0.1495213299
184	0.1492553114
185	0.1488848102
186	0.1484769491
187	0.1483019413
188	0.1481300813
189	0.1478832417
190	0.1475796582
191	0.1474023333
192	0.1469495591
193	0.1467009235
194	0.1465670639
195	0.1463905624
196	0.1462665865
197	0.1460810053
198	0.1458735282
199	0.1455776121
200	0.1453072177
201	0.1451210304
202	0.1449403112
203	0.1446012807
204	0.1441379355
205	0.1438537391
206	0.143634969
207	0.1432857747
208	0.1431106401
209	0.1428525914
210	0.1424242952
211	0.1421179359
212	0.1417844229
213	0.1415924967
214	0.1414506437
215	0.1411738795
216	0.1409882962
217	0.1407699369
218	0.1405016212
219	0.1401777943
220	0.1398763211
221	0.1396528673
222	0.1393804636
223	0.1391311576
224	0.1389038393
225	0.1386713568
226	0.1384260437
227	0.1380263802
228	0.1378696183
229	0.1377561093
230	0.1375336768
231	0.1373868542
232	0.1372065717
233	0.136806227
234	0.1365918266
235	0.136201352
236	0.1358946163
237	0.13570844
238	0.1354861159
239	0.135160234
240	0.1350169022
241	0.1346408393
242	0.1342882872
243	0.1340388101
244	0.1337809481
245	0.1335519587
246	0.1333985834
247	0.1332641883
248	0.1329840512
249	0.1327274578
250	0.1325465724
251	0.1324166822
252	0.1320256987
253	0.1316986696
254	0.1314215438
255	0.1312197109
256	0.1308953058
257	0.1307139135
258	0.1305173532
259	0.1303556584
260	0.1301004544
261	0.1299948273
262	0.1297893195
263	0.1295738727
264	0.129287177
265	0.1289673007
266	0.1287579329
267	0.1285833825
268	0.128491362
269	0.1283072095
270	0.1282103542
271	0.1278326362
272	0.1276439723
273	0.1275127262
274	0.1272914924
275	0.1271142015
276	0.1268866781
277	0.126597604
278	0.1262887358
279	0.1261434493
280	0.1259238401
281	0.1256792842
282	0.125578175
283	0.1254282939
284	0.125223452
285	0.1250563708
286	0.1249602908
287	0.1247797651
288	0.1245908691
289	0.124366074
290	0.1241791411
291	0.124089511
292	0.1239244104
293	0.123663846
294	0.123434478
295	0.1232459858
296	0.1230431763
297	0.1228507064
298	0.1227655218
299	0.1225487858
300	0.1223547453
301	0.1221278175
302	0.121995899
303	0.1217460993
304	0.1216268653
305	0.121469135
306	0.1212224957
307	0.121073246
308	0.1209236978
309	0.1207019184
310	0.1204524569
311	0.12028529
312	0.1200867995
313	0.1198953152
314	0.1197457235
315	0.1195547923
316	0.1193930901
317	0.119250295
318	0.1191587294
319	0.1189699124
320	0.118806117
321	0.1186271337
322	0.1183895239
323	0.1181236694
324	0.1179859113
325	0.1177602471
326	0.1175882178
327	0.1174284937
328	0.1172699347
329	0.1170145314
330	0.1168184416
331	0.1167297934
332	0.116516096
333	0.1163492367
334	0.1161306184
335	0.1158193721
336	0.1156439191
337	0.1154786497
338	0.1153311229
339	0.1151393493
340	0.1150016239
341	0.1148859515
342	0.1146660317
343	0.1144304066
344	0.1142546568
345	0.1140037083
346	0.1139050774
347	0.1137142302
348	0.1136129306
349	0.1134726766
350	0.1133543366
351	0.1132838329
352	0.1131510293
353	0.1128850361
354	0.1127472481
355	0.1126164138
356	0.1124701306
357	0.1122537759
358	0.1121475769
359	0.1119723862
360	0.1117892137
361	0.111582669
362	0.1113625619
363	0.1111082374
364	0.1109721621
365	0.1108152826
366	0.1105723132
367	0.1104344177
368	0.1102902291
369	0.110166758
370	0.1099905625
371	0.109843273
372	0.1096955732
373	0.1095941797
374	0.1095178748
375	0.1093622506
376	0.1092110267
377	0.1090730865
378	0.1088749874
379	0.1086783586
380	0.1085135668
381	0.108306359
382	0.1081048172
383	0.1079344028
384	0.1077719398
385	0.107626254
386	0.1073820255
387	0.1071615451
388	0.1069236941
389	0.1068280028
390	0.1067118998
391	0.1066005815
392	0.106511205
393	0.1064236096
394	0.1061708251
395	0.1059419842
396	0.1057176313
397	0.1055995501
398	0.1053472542
399	0.1051967497
400	0.1050284748
401	0.1049044824
402	0.1047694764
403	0.1045739594
404	0.1044394731
405	0.1042274825
406	0.1041074502
407	0.1038968111
408	0.1037682898
409	0.1036378159
410	0.1034749341
411	0.1033965053
412	0.1032743383
413	0.1031405516
414	0.1029980682
415	0.1028456247
416	0.1026716368
417	0.1025067377
418	0.1023261285
419	0.1021376961
420	0.1019998681
421	0.1018903669
422	0.1017116648
423	0.1016137799
424	0.1014606171
425	0.1013112136
426	0.1012200119
427	0.1010695094
428	0.100924138
429	0.1008086693
430	0.1006623501
431	0.1005181672
432	0.1004033517
433	0.100212735
434	0.1000676345
435	0.09995891834
436	0.09986056113
437	0.09967177056
438	0.09951193064
439	0.09938833686
440	0.09926489832
441	0.09913309043
442	0.09900977094
443	0.09886957053
444	0.09868387655
445	0.09859584731
446	0.09851453028
447	0.09839561708
448	0.09826044731
449	0.09820216057
450	0.09810673553
451	0.09805204794
452	0.09794277965
453	0.09782079723
454	0.09770452912
455	0.0975709547
456	0.09740191349
457	0.09718055011
458	0.09704893147
459	0.09686332797
460	0.09672169659
461	0.09660793112
462	0.09648036383
463	0.09634932295
464	0.09626364535
465	0.09614256768
466	0.09604267792
467	0.09600317657
468	0.09586457245
469	0.09571828026
470	0.09555267308
471	0.09545705767
472	0.09530603172
473	0.09518480987
474	0.09504756958
475	0.09492884772
476	0.09481850537
477	0.09473047069
478	0.09461348633
479	0.09451225729
480	0.09432841463
481	0.09416044294
482	0.09404062304
483	0.09385875961
484	0.09373721328
485	0.09363191592
486	0.09346805754
487	0.09335004933
488	0.0932118214
489	0.09307812688
490	0.09295524473
491	0.09273540391
492	0.09265257658
493	0.09256930693
494	0.0924917173
495	0.09233820427
496	0.09225368041
497	0.09211919515
498	0.09192409868
499	0.0918116551
500	0.09172502569
501	0.09162914141
502	0.09153449531
503	0.09136234091
504	0.09122972574
505	0.0911043936
506	0.09093172085
507	0.09079155135
508	0.09068537003
509	0.09058444236
510	0.09047831747
511	0.09038541284
512	0.09026057932
513	0.09015145101
514	0.09005813055
515	0.0899497751
516	0.08979294232
517	0.08967193982
518	0.08960229898
519	0.08942140168
520	0.08928457701
521	0.08917765684
522	0.08907776445
523	0.08896622537
524	0.08892039885
525	0.08882826296
526	0.08873807623
527	0.0886178102
528	0.08850808797
529	0.08838033469
530	0.08829043109
531	0.08824198133
532	0.08812962608
533	0.08803471853
534	0.08790939318
535	0.08781284471
536	0.08766985364
537	0.08753375086
538	0.0874566622
539	0.08733952521
540	0.08725459501
541	0.0871105181
542	0.08700721918
543	0.08685087684
544	0.0867174498
545	0.08660896547
546	0.08651237838
547	0.08637579427
548	0.08628264346
549	0.08623378944
550	0.08614338768
551	0.08605704138
552	0.08601208863
553	0.08590246704
554	0.08580044689
555	0.08569702569
556	0.08562770592
557	0.08558264449
558	0.08545923733
559	0.08532467255
560	0.08523520095
561	0.08509190966
562	0.0850022808
563	0.08489036192
564	0.08483139995
565	0.08471241898
566	0.08462192533
567	0.08452943083
568	0.0843886735
569	0.084232982
570	0.08411858863
571	0.08399103627
572	0.0838359899
573	0.08376405994
574	0.08370216032
575	0.08361459807
576	0.08349881208
577	0.08340145937
578	0.08331102508
579	0.08318949368
580	0.08306412748
581	0.08290291919
582	0.08282476508
583	0.08276757278
584	0.08267574124
585	0.08256857231
586	0.08250595288
587	0.08242008831
588	0.08227673947
589	0.08220288996
590	0.08205242651
591	0.08196921395
592	0.081888781
593	0.08177075786
594	0.08169947596
595	0.08161544976
596	0.08152255234
597	0.08143785002
598	0.08134119555
599	0.0812482548
600	0.08113962637
601	0.08107090855
602	0.08092949306
603	0.08083686944
604	0.08074844848
605	0.08065171885
606	0.08056812336
607	0.08048908625
608	0.08035088105
609	0.08027173347
610	0.0802390074
611	0.08014168025
612	0.08006981963
613	0.0799196023
614	0.07987312983
615	0.07977205317
616	0.07969400267
617	0.07963762765
618	0.07954910843
619	0.07944061363
620	0.07934325942
621	0.07922379703
622	0.07914748457
623	0.07905376075
624	0.07896686525
625	0.07892339888
626	0.07880551085
627	0.07865559881
628	0.07859210364
629	0.07845261168
630	0.0783891647
631	0.07828078173
632	0.07822651741
633	0.07814807323
634	0.07810365579
635	0.07798213956
636	0.0778911356
637	0.0778205801
638	0.07774614711
639	0.07766737242
640	0.07752617024
641	0.07746657694
642	0.07742559457
643	0.07735561796
644	0.07725842328
645	0.07718437909
646	0.0771255732
647	0.07702503974
648	0.07694795224
649	0.07685494977
650	0.0768062652
651	0.07670540953
652	0.0766107605
653	0.07652320912
654	0.07639855847
655	0.07632811794
656	0.07623117532
657	0.07613836781
658	0.07603974504
659	0.07597033197
660	0.07589795084
661	0.07577445881
662	0.07571547698
663	0.07558913841
664	0.07554773387
665	0.07548416299
666	0.07538716828
667	0.07527845386
668	0.07520827259
669	0.07505051776
670	0.07497113865
671	0.07495184882
672	0.07487511344
673	0.07478899656
674	0.07476656431
675	0.07467693898
676	0.07453108781
677	0.07448875199
678	0.07436407593
679	0.07428380462
680	0.07419771485
681	0.07412744497
682	0.07403705107
683	0.07396683462
684	0.07385250476
685	0.07380307777
686	0.07370415456
687	0.07359818132
688	0.07351597449
689	0.0734260105
690	0.07334696219
691	0.07325900975
692	0.0731994211
693	0.07312637987
694	0.07306446338
695	0.073008937
696	0.07292873029
697	0.07285499351
698	0.0727515446
699	0.07270291328
700	0.07263552272
701	0.07258089468
702	0.07243854196
703	0.07239838042
704	0.07230534637
705	0.07226936809
706	0.07219485454
707	0.07211427848
708	0.07206850532
709	0.07201666901
710	0.07195072291
711	0.07187505232
712	0.07182014001
713	0.07173279108
714	0.07169253552
715	0.07163375894
716	0.07155710966
717	0.07145891624
718	0.07138261183
719	0.07134517656
720	0.07125060634
721	0.07115590982
722	0.07108159967
723	0.07102533578
724	0.07096164172
725	0.07092138393
726	0.07081388775
727	0.07073255157
728	0.07065284184
729	0.07055263752
730	0.07047893904
731	0.07041565076
732	0.0703748039
733	0.07031272067
734	0.07028456976
735	0.07019043482
736	0.07014792933
737	0.07006740003
738	0.07000491196
739	0.06992638142
740	0.06989559365
741	0.06986382113
742	0.06979702053
743	0.06969315536
744	0.06956990124
745	0.06947492586
746	0.0693800583
747	0.06933556093
748	0.06925912337
749	0.06921670734
750	0.06915738001
751	0.0690945857
752	0.06901005127
753	0.06895070813
754	0.06891497174
755	0.06882418435
756	0.06872491534
757	0.06864922312
758	0.06859509255
759	0.06856898682
760	0.06847781953
761	0.0684211069
762	0.06837129542
763	0.06833771813
764	0.06825727037
765	0.06818439934
766	0.06807587445
767	0.06799473808
768	0.06790497515
769	0.06782829404
770	0.06773741173
771	0.06768980531
772	0.06764042417
773	0.06759112156
774	0.0675328922
775	0.06742061245
776	0.06738827619
777	0.06732991602
778	0.06728064058
779	0.06721075362
780	0.06713327649
781	0.06709482766
782	0.06705514187
783	0.06698909089
784	0.06693374855
785	0.06686539129
786	0.06679937527
787	0.06665213156
788	0.06657288927
789	0.06649061165
790	0.06639860255
791	0.06632906603
792	0.06629353713
793	0.0661784899
794	0.06609680646
795	0.06602774112
796	0.0659450985
797	0.0659259562
798	0.06590236248
799	0.06586746801
800	0.06584623949
801	0.06581028015
802	0.06571277049
803	0.06567374957
804	0.06560686403
805	0.06553859151
806	0.06549800002
807	0.06542698018
808	0.06539722855
809	0.06529943007
810	0.06524695032
811	0.06520707033
812	0.06516984217
813	0.06508410103
814	0.06507914315
815	0.06503074942
816	0.06498163512
817	0.06492566875
818	0.06479896435
819	0.06471700513
820	0.0646621505
821	0.06458577779
822	0.06449173326
823	0.06442954275
824	0.06432304182
825	0.06423809986
826	0.06419620803
827	0.06411442626
828	0.06403504825
829	0.06396104413
830	0.06388646938
831	0.06379474454
832	0.06371411543
833	0.06368354395
834	0.06357478539
835	0.06353401784
836	0.06346350239
837	0.06341049525
838	0.06334224657
839	0.06330512139
840	0.06326557435
841	0.06317636003
842	0.06308623279
843	0.06302536661
844	0.06297478374
845	0.0629193021
846	0.06285778976
847	0.06277272595
848	0.06274866472
849	0.06265102047
850	0.06259100604
851	0.06251995751
852	0.06245533904
853	0.06245304065
854	0.06238743018
855	0.06232800984
856	0.06224337125
857	0.06217426566
858	0.06213081461
859	0.06211428539
860	0.0620864304
861	0.06205907708
862	0.06198981305
863	0.06196433848
864	0.06192859923
865	0.06183162075
866	0.06176833759
867	0.06168987276
868	0.06165458418
869	0.0616523753
870	0.06161395061
871	0.06155731472
872	0.06151147819
873	0.06150932257
874	0.06147958208
875	0.06141986023
876	0.06137877609
877	0.06137175203
878	0.06132877964
879	0.06126048472
880	0.06123524677
881	0.06118312283
882	0.06112892017
883	0.061049023
884	0.06099279178
885	0.06096285055
886	0.06089851247
887	0.0608247708
888	0.06076005985
889	0.06070447098
890	0.06061996514
891	0.0605597985
892	0.06050171934
893	0.06044837865
894	0.06035175618
895	0.0602689994
896	0.0602325473
897	0.06014348907
898	0.06011245637
899	0.06005966656
900	0.06002013964
901	0.05995102222
902	0.05992044282
903	0.0598548436
904	0.05978402529
905	0.05973781555
906	0.05967176845
907	0.05965470767
908	0.05958999214
909	0.05950129205
910	0.0594646336
911	0.05937279548
912	0.05925446859
913	0.05920282139
914	0.05913910031
915	0.05907532323
916	0.05900865585
917	0.0589840913
918	0.05892686565
919	0.05886394687
920	0.05881512747
921	0.05875680435
922	0.05874100979
923	0.05866670492
924	0.0585981226
925	0.05854631824
926	0.05845473713
927	0.05842682676
928	0.05842490491
929	0.05836352088
930	0.05834712411
931	0.05827965437
932	0.05824105689
933	0.05820981565
934	0.05817221215
935	0.05811301589
936	0.05811108436
937	0.05806862696
938	0.05805552889
939	0.05798742086
940	0.05796682103
941	0.05789023675
942	0.05786204656
943	0.05782191106
944	0.05776362927
945	0.05770545433
946	0.05761144068
947	0.05756107341
948	0.05752573124
949	0.05747226267
950	0.05742681452
951	0.0573664145
952	0.05732218234
953	0.05729143069
954	0.05726320871
955	0.05722012832
956	0.05714099259
957	0.05706956269
958	0.05702158278
959	0.05699145321
960	0.0569572186
961	0.05689510543
962	0.05680056382
963	0.05672977979
964	0.05665076944
965	0.05656879213
966	0.05648215927
967	0.05648041684
968	0.05645131141
969	0.05636891493
970	0.05630878041
971	0.05628196739
972	0.05624723372
973	0.05620732902
974	0.05611688734
975	0.05607057899
976	0.05603107883
977	0.05597595978
978	0.05590026209
979	0.05582880896
980	0.05582703837
981	0.05579657815
982	0.05576739313
983	0.05570956844
984	0.05564030242
985	0.05560486906
986	0.05560333448
987	0.05554226219
988	0.05547934362
989	0.05545673907
990	0.05538756515
991	0.05538593068
992	0.0553844482
993	0.05536894241
994	0.05533606186
995	0.05530717316
996	0.05525864816
997	0.05522532765
998	0.05522401142
999	0.05517542437
