iter	Passed	Remaining
258	838	2398
259	841	2393
260	843	2388
261	846	2385
262	849	2380
263	852	2375
264	856	2376
265	860	2373
266	862	2368
267	865	2363
268	868	2358
269	870	2354
270	873	2350
271	876	2346
272	879	2342
273	882	2338
274	885	2334
275	888	2331
276	891	2327
277	894	2323
278	897	2318
279	899	2313
280	902	2309
281	906	2308
282	909	2304
283	912	2299
284	914	2294
285	917	2290
286	920	2286
287	923	2282
288	926	2278
289	929	2275
290	932	2271
291	935	2267
292	941	2272
293	944	2269
294	947	2265
295	950	2261
296	954	2258
297	957	2255
298	960	2252
299	964	2250
300	968	2248
301	971	2246
302	975	2243
303	978	2239
304	981	2237
305	985	2235
306	990	2235
307	994	2233
308	997	2231
309	1001	2229
310	1005	2228
311	1009	2226
312	1013	2225
313	1018	2224
314	1024	2226
315	1027	2224
316	1031	2221
317	1034	2219
318	1038	2217
319	1043	2216
320	1047	2214
321	1051	2213
322	1055	2211
323	1058	2209
324	1062	2206
325	1065	2202
326	1070	2203
327	1073	2199
328	1076	2194
329	1078	2190
330	1081	2186
331	1085	2183
332	1088	2179
333	1090	2174
334	1093	2170
335	1096	2166
336	1101	2167
337	1105	2164
338	1107	2160
339	1111	2157
340	1115	2154
341	1118	2152
342	1121	2148
343	1124	2144
344	1126	2139
345	1129	2135
346	1133	2132
347	1136	2128
348	1138	2124
349	1141	2120
350	1145	2117
351	1149	2116
352	1152	2112
353	1155	2107
354	1157	2103
355	1207	2185
356	1211	2182
357	1215	2180
358	1218	2176
359	1222	2172
360	1225	2168
361	1228	2164
362	1232	2162
363	1235	2159
364	1238	2154
365	1241	2150
366	1244	2145
367	1247	2142
368	1250	2137
369	1253	2133
370	1256	2129
371	1259	2125
372	1262	2122
373	1283	2148
374	1286	2143
375	1289	2139
376	1291	2134
377	1294	2130
378	1298	2127
379	1301	2122
380	1303	2118
381	1306	2113
382	1309	2109
383	1312	2104
384	1315	2101
385	1318	2097
386	1321	2092
387	1323	2088
388	1326	2083
389	1329	2080
390	1333	2076
391	1336	2072
392	1339	2069
393	1347	2071
394	1349	2067
395	1352	2062
396	1355	2058
397	1357	2053
398	1360	2048
399	1363	2044
400	1366	2040
401	1369	2036
402	1372	2032
403	1374	2028
404	1378	2025
405	1381	2020
406	1384	2016
407	1386	2012
408	1389	2007
409	1392	2003
410	1396	2001
411	1399	1997
412	1402	1993
413	1404	1988
414	1407	1984
415	1410	1980
416	1413	1976
417	1416	1972
418	1419	1968
419	1422	1964
420	1425	1960
421	1430	1958
422	1433	1954
423	1435	1950
424	1438	1946
425	1441	1941
426	1443	1937
427	1446	1933
428	1449	1929
429	1453	1926
430	1456	1923
431	1461	1921
432	1464	1917
433	1467	1913
434	1469	1909
435	1472	1904
436	1475	1900
437	1479	1897
438	1482	1894
439	1485	1890
440	1488	1886
441	1496	1888
442	1500	1886
443	1503	1883
444	1508	1881
445	1512	1879
446	1516	1876
447	1520	1872
448	1523	1869
449	1527	1866
450	1531	1863
451	1543	1871
452	1546	1867
453	1549	1863
454	1553	1860
455	1556	1856
456	1560	1854
457	1563	1849
458	1565	1845
459	1568	1841
460	1571	1837
461	1574	1833
462	1577	1829
463	1580	1825
464	1583	1821
465	1585	1817
466	1592	1817
467	1595	1813
468	1598	1809
469	1600	1805
470	1603	1801
471	1606	1797
472	1609	1793
473	1612	1789
474	1615	1785
475	1617	1780
476	1620	1776
477	1623	1772
478	1626	1768
479	1629	1764
480	1632	1761
481	1635	1758
482	1640	1755
483	1643	1752
484	1646	1748
485	1649	1744
486	1652	1741
487	1656	1737
488	1659	1733
489	1661	1729
490	1664	1725
491	1667	1722
492	1671	1719
493	1674	1715
494	1677	1711
495	1680	1707
496	1683	1703
497	1685	1699
498	1688	1695
499	1691	1691
500	1694	1687
501	1697	1683
502	1700	1680
503	1703	1676
504	1707	1673
505	1709	1669
506	1712	1665
507	1715	1661
508	1718	1657
509	1722	1654
510	1724	1650
511	1727	1646
512	1730	1643
513	1733	1639
514	1736	1635
515	1739	1631
516	1742	1627
517	1745	1623
518	1747	1619
519	1751	1616
520	1756	1615
521	1759	1611
522	1762	1607
523	1764	1603
524	1767	1599
525	1770	1595
526	1773	1591
527	1776	1587
528	1779	1584
529	1782	1580
530	1785	1576
531	1788	1573
532	1791	1569
533	1794	1565
534	1796	1561
535	1799	1557
536	1803	1554
537	1806	1551
538	1808	1547
539	1811	1543
540	1814	1539
541	1816	1535
542	1820	1531
543	1822	1528
544	1825	1524
545	1828	1520
546	1831	1516
547	1836	1514
548	1839	1510
549	1841	1507
550	1844	1503
551	1847	1499
552	1850	1495
553	1852	1491
554	1855	1488
555	1858	1484
556	1861	1480
557	1864	1476
558	1868	1473
559	1871	1470
560	1873	1466
561	1876	1462
562	1879	1458
563	1881	1454
564	1886	1452
565	1889	1448
566	1891	1444
567	1894	1441
568	1897	1437
569	1900	1433
570	1903	1429
571	1906	1426
572	1908	1422
573	1911	1418
574	1915	1415
575	1921	1414
576	1924	1411
577	1927	1407
578	1930	1403
579	1933	1399
580	1935	1396
581	1938	1392
582	1941	1388
583	1944	1385
584	1947	1381
585	1950	1378
586	1953	1374
587	1956	1370
588	1959	1367
589	1961	1363
590	1964	1359
591	1967	1355
592	1970	1352
593	1972	1348
594	1975	1344
595	1978	1340
596	1981	1337
597	1983	1333
598	1986	1329
599	1989	1326
600	1992	1322
601	1995	1319
602	2000	1317
603	2003	1313
604	2006	1309
605	2009	1306
606	2011	1302
607	2014	1298
608	2017	1295
609	2020	1291
610	2023	1288
611	2026	1284
612	2029	1281
613	2032	1277
614	2035	1274
615	2038	1270
616	2040	1266
617	2043	1263
618	2048	1260
619	2050	1256
620	2053	1253
621	2056	1249
622	2058	1245
623	2061	1242
624	2064	1238
625	2067	1235
626	2070	1231
627	2073	1228
628	2076	1224
629	2082	1222
630	2085	1219
631	2087	1215
632	2090	1212
633	2093	1208
634	2096	1204
635	2099	1201
636	2102	1197
637	2104	1194
638	2108	1190
639	2111	1187
640	2114	1184
641	2117	1180
642	2119	1176
643	2122	1173
644	2125	1169
645	2128	1166
646	2131	1162
647	2133	1159
648	2136	1155
649	2139	1151
650	2141	1148
651	2144	1144
652	2147	1140
653	2150	1137
654	2153	1134
655	2156	1130
656	2159	1127
657	2164	1124
658	2167	1121
659	2170	1118
660	2173	1114
661	2175	1110
662	2178	1107
663	2181	1103
664	2184	1100
665	2187	1096
666	2190	1093
667	2193	1090
668	2196	1086
669	2199	1083
670	2202	1079
671	2204	1076
672	2207	1072
673	2212	1070
674	2215	1066
675	2218	1063
676	2221	1059
677	2224	1056
678	2227	1052
679	2229	1049
680	2232	1045
681	2235	1042
682	2238	1038
683	2242	1035
684	2249	1034
685	2253	1031
686	2256	1028
687	2260	1024
688	2263	1021
689	2266	1018
690	2268	1014
691	2271	1011
692	2275	1007
693	2278	1004
694	2280	1000
695	2283	997
696	2286	993
697	2289	990
698	2292	987
699	2295	983
700	2297	980
701	2300	976
702	2302	972
703	2305	969
704	2308	965
705	2311	962
706	2314	959
707	2316	955
708	2319	952
709	2323	949
710	2328	946
711	2331	943
712	2334	939
713	2336	936
714	2339	932
715	2342	929
716	2345	925
717	2348	922
718	2351	919
719	2354	915
720	2358	912
721	2361	909
722	2363	905
723	2366	902
724	2369	898
725	2372	895
726	2376	892
727	2379	888
728	2382	885
729	2384	882
730	2387	878
731	2390	875
732	2393	871
733	2396	868
734	2398	864
735	2402	861
736	2432	868
737	2435	864
738	2439	861
739	2442	858
740	2444	854
741	2447	851
742	2450	847
743	2452	843
744	2457	841
745	2460	837
746	2463	834
747	2465	830
748	2468	827
749	2471	823
750	2473	820
751	2476	816
752	2479	813
753	2482	809
754	2485	806
755	2492	804
756	2495	801
757	2497	797
758	2500	794
759	2503	790
760	2506	787
761	2509	783
762	2512	780
763	2515	776
764	2518	773
765	2521	770
766	2524	766
767	2527	763
768	2530	759
769	2532	756
770	2535	753
771	2538	749
772	2541	746
773	2543	742
774	2546	739
775	2549	735
776	2551	732
777	2554	729
778	2557	725
779	2560	722
780	2563	718
781	2566	715
782	2572	712
783	2585	712
784	2589	709
785	2592	705
786	2595	702
787	2598	699
788	2601	695
789	2605	692
790	2607	689
791	2610	685
792	2613	682
793	2615	678
794	2619	675
795	2622	672
796	2625	668
797	2628	665
798	2630	661
799	2633	658
800	2636	654
801	2639	651
802	2641	648
803	2644	644
804	2647	641
805	2651	638
806	2654	634
807	2657	631
808	2660	628
809	2663	624
810	2665	621
811	2668	617
812	2671	614
813	2674	611
814	2677	607
815	2680	604
816	2684	601
817	2687	597
818	2689	594
819	2692	591
820	2695	587
821	2698	584
822	2702	581
823	2705	577
824	2708	574
825	2711	571
826	2714	567
827	2717	564
828	2720	561
829	2722	557
830	2726	554
831	2728	551
832	2732	547
833	2739	545
834	2742	541
835	2745	538
836	2748	535
837	2751	531
838	2754	528
839	2757	525
840	2760	521
841	2763	518
842	2768	515
843	2770	512
844	2773	508
845	2776	505
846	2778	501
847	2781	498
848	2784	495
849	2787	491
850	2789	488
851	2792	485
852	2795	481
853	2798	478
854	2800	474
855	2803	471
856	2806	468
857	2809	464
858	2813	461
859	2818	458
860	2820	455
861	2823	452
862	2826	448
863	2829	445
864	2832	442
865	2834	438
866	2837	435
867	2840	432
868	2843	428
869	2847	425
870	2850	422
871	2852	418
872	2855	415
873	2858	412
874	2860	408
875	2864	405
876	2867	402
877	2870	398
878	2872	395
879	2875	392
880	2878	388
881	2881	385
882	2884	382
883	2887	378
884	2890	375
885	2892	372
886	2897	369
887	2900	365
888	2903	362
889	2905	359
890	2908	355
891	2911	352
892	2914	349
893	2917	345
894	2920	342
895	2923	339
896	2926	335
897	2929	332
898	2932	329
899	2935	326
900	2937	322
901	2940	319
902	2943	316
903	2947	313
904	2950	309
905	2953	306
906	2955	303
907	2958	299
908	2961	296
909	2964	293
910	2967	289
911	2970	286
912	2973	283
913	2976	280
914	2983	277
915	2986	273
916	2989	270
917	2992	267
918	2995	264
919	2998	260
920	3001	257
921	3004	254
922	3006	250
923	3009	247
924	3013	244
925	3016	241
926	3019	237
927	3022	234
928	3026	231
929	3030	228
930	3033	224
931	3037	221
932	3039	218
933	3042	215
934	3046	211
935	3048	208
936	3051	205
937	3053	201
938	3056	198
939	3061	195
940	3064	192
941	3067	188
942	3070	185
943	3074	182
944	3077	179
945	3080	175
946	3083	172
947	3085	169
948	3088	165
949	3091	162
950	3094	159
951	3097	156
952	3100	152
953	3104	149
954	3118	146
955	3120	143
956	3123	140
957	3126	137
958	3129	133
959	3132	130
960	3135	127
961	3138	123
962	3142	120
963	3148	117
964	3150	114
965	3153	110
966	3156	107
967	3158	104
968	3161	101
969	3164	97
970	3167	94
971	3170	91
972	3173	88
973	3176	84
974	3179	81
975	3181	78
976	3184	74
977	3187	71
978	3190	68
979	3193	65
980	3196	61
981	3198	58
982	3201	55
983	3203	52
984	3207	48
985	3209	45
986	3212	42
987	3215	39
988	3218	35
989	3221	32
990	3227	29
991	3230	26
992	3232	22
993	3235	19
994	3238	16
995	3240	13
996	3243	9
997	3254	6
998	3257	3
999	3260	0
