iter	RMSE
180	0.1194950602
181	0.1192845611
182	0.1189911869
183	0.1187912707
184	0.1186436358
185	0.1184842255
186	0.1184038969
187	0.1182556773
188	0.1181111403
189	0.1179128491
190	0.1177286549
191	0.1175244033
192	0.1173052063
193	0.1171352121
194	0.1169543433
195	0.1166946313
196	0.1164971964
197	0.1163694382
198	0.1162061172
199	0.1159472407
200	0.1157469135
201	0.115499393
202	0.1152677873
203	0.1151151459
204	0.114953205
205	0.1146488427
206	0.1146198457
207	0.1145999272
208	0.1144689337
209	0.1142993654
210	0.1140844621
211	0.1139257859
212	0.1139010486
213	0.1138761786
214	0.113690417
215	0.1136272651
216	0.1134654095
217	0.1132708302
218	0.1130365053
219	0.1128879942
220	0.1126560061
221	0.1126363868
222	0.1124624712
223	0.1121574934
224	0.1120092935
225	0.1117453497
226	0.1117245199
227	0.1115496351
228	0.1114113718
229	0.1113320196
230	0.1113149695
231	0.1110703158
232	0.1109645113
233	0.1107640037
234	0.1105756209
235	0.1105573131
236	0.1104449995
237	0.1104272063
238	0.1101746797
239	0.1101534585
240	0.1100144121
241	0.1099875615
242	0.1099685559
243	0.1097039476
244	0.1096782001
245	0.1095308749
246	0.1093529565
247	0.1093331595
248	0.1091316233
249	0.1091130863
250	0.1089403648
251	0.1087846127
252	0.108666299
253	0.1086466089
254	0.108468305
255	0.1083385979
256	0.1081183955
257	0.1078886406
258	0.107783125
259	0.1077696054
260	0.1075612579
261	0.1075435052
262	0.1075276221
263	0.1075125282
264	0.1073095648
265	0.107121972
266	0.1070960599
267	0.1070014816
268	0.1068418933
269	0.1067588654
270	0.1066220646
271	0.1065913482
272	0.1065454574
273	0.1063443384
274	0.1062513796
275	0.1062324769
276	0.1060490259
277	0.1059398291
278	0.1057536487
279	0.105565958
280	0.1053614429
281	0.1051481215
282	0.1049984898
283	0.1048188176
284	0.104672732
285	0.1045339862
286	0.1043983619
287	0.1041807291
288	0.1039628133
289	0.1037779785
290	0.1036733985
291	0.1034670729
292	0.1032901009
293	0.1030805667
294	0.1028873039
295	0.102671599
296	0.1024948123
297	0.1023340238
298	0.1021641032
299	0.1019745756
300	0.1019617768
301	0.101754841
302	0.1016932203
303	0.1014970206
304	0.1013913269
305	0.1013804955
306	0.1012290471
307	0.1010894072
308	0.1009481546
309	0.100809162
310	0.1007097807
311	0.1005681407
312	0.1003855568
313	0.1002457094
314	0.1000906031
315	0.09993999706
316	0.0998082937
317	0.09960943944
318	0.0995149558
319	0.09938181687
320	0.09931656879
321	0.09917311807
322	0.09898497954
323	0.09878109796
324	0.09863094414
325	0.09855011261
326	0.09843390314
327	0.09830175373
328	0.09808658793
329	0.09792293424
330	0.09785625512
331	0.09765720243
332	0.09745922638
333	0.09722898105
334	0.09716075128
335	0.09714850427
336	0.09698835966
337	0.09682236064
338	0.09666932754
339	0.09658299446
340	0.09644978707
341	0.09623929027
342	0.09607069601
343	0.09590809842
344	0.09577470518
345	0.09576244844
346	0.09567159475
347	0.09565252367
348	0.09561063649
349	0.09550331282
350	0.09549200119
351	0.09528464406
352	0.09518880924
353	0.09501849778
354	0.09485909138
355	0.09484891812
356	0.09475096136
357	0.09460681234
358	0.09450011678
359	0.09432184087
360	0.09408987967
361	0.09408019796
362	0.09401985397
363	0.09396239327
364	0.09395108418
365	0.09394139484
366	0.09382231363
367	0.0935929137
368	0.093466676
369	0.0933619138
370	0.09322849678
371	0.09321984415
372	0.09321076047
373	0.09320264954
374	0.09306866737
375	0.0930609581
376	0.09304493717
377	0.09303776138
378	0.09289043575
379	0.09286046739
380	0.09267057518
381	0.09256040994
382	0.09243950217
383	0.09231674308
384	0.09212935566
385	0.0919744542
386	0.09187842801
387	0.09174352836
388	0.09163430096
389	0.09161949453
390	0.09161293714
391	0.0915408731
392	0.09143637217
393	0.09132081807
394	0.09120418478
395	0.09112306153
396	0.09096400834
397	0.09082798855
398	0.09066273654
399	0.09060337555
400	0.09055755134
401	0.09054191734
402	0.09042720574
403	0.09039279987
404	0.09019814096
405	0.09013200616
406	0.09001362544
407	0.08992647112
408	0.08980902958
409	0.08976677172
410	0.08960091584
411	0.08959385804
412	0.08947193997
413	0.08933565336
414	0.08917977995
415	0.08916572629
416	0.08916010826
417	0.08901445518
418	0.08892964926
419	0.08873947146
420	0.08861525523
421	0.08846857489
422	0.08837967536
423	0.08825681728
424	0.08814809818
425	0.08802873248
426	0.08789895169
427	0.08775566008
428	0.08770011268
429	0.0876189847
430	0.08750207296
431	0.0873621466
432	0.08729104694
433	0.08712553636
434	0.08703404647
435	0.08685083888
436	0.08669373942
437	0.08654423065
438	0.08642513912
439	0.08634101878
440	0.08623400482
441	0.08614102254
442	0.0860391634
443	0.08598862175
444	0.08582601955
445	0.08569423798
446	0.08559244614
447	0.08546939792
448	0.08538074573
449	0.08529098078
450	0.08519957493
451	0.08514256899
452	0.08509265315
453	0.08502969461
454	0.08495078574
455	0.08477033221
456	0.08470635291
457	0.08457138064
458	0.08446015991
459	0.08434284867
460	0.08425741372
461	0.08413364239
462	0.08400539048
463	0.08388537976
464	0.0837767514
465	0.0836101644
466	0.08348295944
467	0.08334317257
468	0.08322285898
469	0.0831588589
470	0.08308441092
471	0.08292401335
472	0.08283735462
473	0.08274585145
474	0.08265044717
475	0.0825578489
476	0.08246742384
477	0.08233538083
478	0.08219369413
479	0.08201719398
480	0.08185056179
481	0.08178355142
482	0.08177899832
483	0.081643867
484	0.0815239695
485	0.08148776246
486	0.08131666831
487	0.08116957326
488	0.08103126601
489	0.08099778393
490	0.08093300109
491	0.08082154338
492	0.08072881802
493	0.0807242718
494	0.0805961838
495	0.0804995283
496	0.08034968038
497	0.08033567304
498	0.08030092403
499	0.08028406132
500	0.08010626675
501	0.07998495584
502	0.07990945939
503	0.07977236559
504	0.07967127522
505	0.07957248437
506	0.0795495897
507	0.07946515826
508	0.07935035363
509	0.07926253321
510	0.07923662632
511	0.07909568374
512	0.07895762915
513	0.0788452916
514	0.07873260684
515	0.0785738137
516	0.07843919469
517	0.07833624006
518	0.07827290763
519	0.07816241292
520	0.07815851369
521	0.07805865376
522	0.07798250558
523	0.07788833692
524	0.07777108691
525	0.07761633388
526	0.07752088702
527	0.07751697892
528	0.0773972447
529	0.07726583611
530	0.07726144564
531	0.07721464609
532	0.07714685299
533	0.07707377149
534	0.07693886109
535	0.07685553302
536	0.07678351857
537	0.07670798766
538	0.07660034798
539	0.07642139758
540	0.0764138949
541	0.07630913583
542	0.07620446454
543	0.0760839002
544	0.07601792112
545	0.07598148071
546	0.07583160371
547	0.07573322912
548	0.07562960023
549	0.07556222102
550	0.07548016823
551	0.07539230488
552	0.0753149381
553	0.07520134924
554	0.07509443827
555	0.07508703853
556	0.07503718231
557	0.0749615446
558	0.07486995243
559	0.07475852079
560	0.07466507172
561	0.07455705041
562	0.07444761924
563	0.07432597811
564	0.07425009285
565	0.07416427414
566	0.07415874372
567	0.07407784871
568	0.07400294296
569	0.07390734429
570	0.07382962957
571	0.07379187061
572	0.0737356323
573	0.07366692268
574	0.07358753018
575	0.07348622761
576	0.0734830755
577	0.07339415305
578	0.07325432366
579	0.07323253574
580	0.07315319424
581	0.07308394374
582	0.07299433963
583	0.07290855089
584	0.072832778
585	0.07278881138
586	0.07278539257
587	0.07270058164
588	0.0726144621
589	0.07247789161
590	0.0724743085
591	0.07236409846
592	0.0722826268
593	0.07227789859
594	0.07220831579
595	0.07214225941
596	0.07198260198
597	0.07190004629
598	0.07183061743
599	0.07180387995
600	0.07180051563
601	0.07177909146
602	0.07167238892
603	0.07155831526
604	0.07147093069
605	0.07141927773
606	0.07134146777
607	0.07127249056
608	0.07121759858
609	0.07111985894
610	0.07101607401
611	0.07090499954
612	0.07082094277
613	0.07078834615
614	0.07072508945
615	0.070643554
616	0.07053208289
617	0.0704512354
618	0.07037817317
619	0.07028059295
620	0.0701940962
621	0.07014007023
622	0.07001484471
623	0.06998828274
624	0.06989593498
625	0.06980216994
626	0.06971773009
627	0.0696053557
628	0.06953638252
629	0.0694698413
630	0.06940319359
631	0.06929283936
632	0.06918759679
633	0.06908991648
634	0.06901607373
635	0.06893086776
636	0.06887340348
637	0.06882597938
638	0.06870287772
639	0.06857404498
640	0.0684941102
641	0.06837301335
642	0.06832932597
643	0.06825491747
644	0.06817552598
645	0.0681196137
646	0.06802231809
647	0.06791798084
648	0.06782066219
649	0.06773572726
650	0.0676341772
651	0.06749499968
652	0.06747205659
653	0.06738218378
654	0.06728774044
655	0.06724973249
656	0.06721783132
657	0.06714276172
658	0.0670117055
659	0.06692907551
660	0.06685380083
661	0.06682714708
662	0.06674321808
663	0.0666591208
664	0.06657449017
665	0.06650973585
666	0.06641357947
667	0.06638452944
668	0.06634827188
669	0.06621998938
670	0.06616076059
671	0.06610285542
672	0.06606302983
673	0.06597324885
674	0.06585465139
675	0.06578965839
676	0.06568819626
677	0.06564353505
678	0.06555247081
679	0.06548235009
680	0.06539900156
681	0.06533784733
682	0.0652604877
683	0.06517072424
684	0.06514107507
685	0.06503695353
686	0.06495232062
687	0.06486910824
688	0.06477458745
689	0.06471393282
690	0.06464724177
691	0.064574403
692	0.06447911456
693	0.06445771514
694	0.06440914647
695	0.06435272563
696	0.06427160771
697	0.06418442834
698	0.06409550484
699	0.06406502479
700	0.0639494152
701	0.06387836465
702	0.06379154481
703	0.06372059207
704	0.06366505151
705	0.06356007981
706	0.06352853611
707	0.06345636451
708	0.06337757955
709	0.06330015269
710	0.06317184801
711	0.06310783539
712	0.06301122944
713	0.06293286987
714	0.06288898429
715	0.06285704466
716	0.06279588307
717	0.06271700483
718	0.06264285567
719	0.06252166677
720	0.06248973741
721	0.06245983781
722	0.06240275263
723	0.06235010923
724	0.06231663861
725	0.06228009528
726	0.06219399621
727	0.06209081493
728	0.06200947668
729	0.06191137082
730	0.06183738059
731	0.06179504163
732	0.0617600359
733	0.06169746815
734	0.06161114578
735	0.06156345169
736	0.06147216791
737	0.06139128078
738	0.06129093697
739	0.06121118404
740	0.06110996479
741	0.0610317623
742	0.06099374068
743	0.06092335401
744	0.06090418706
745	0.06081945284
746	0.0607275435
747	0.06065840928
748	0.06057214058
749	0.06052253885
750	0.06046323303
751	0.06034801396
752	0.0602790062
753	0.06020137536
754	0.06015257614
755	0.06011556493
756	0.06005822262
757	0.05997518673
758	0.05994311887
759	0.05987024712
760	0.05985762517
761	0.05977464059
762	0.05970483866
763	0.05966669533
764	0.05961224543
765	0.0595801256
766	0.0594965495
767	0.0594198183
768	0.05934949106
769	0.05926519793
770	0.05919938218
771	0.05914546317
772	0.05909356785
773	0.05895669872
774	0.05894299725
775	0.05886644231
776	0.05881476468
777	0.05879551725
778	0.05878560653
779	0.0587205892
780	0.05868832432
781	0.05862803403
782	0.05861878036
783	0.05855601478
784	0.05846463304
785	0.05840596704
786	0.05840175164
787	0.05831708419
788	0.05826189629
789	0.05822430543
790	0.05816409465
791	0.05812676598
792	0.05807353356
793	0.05801699491
794	0.058015053
795	0.05796059941
796	0.0579000007
797	0.05781146229
798	0.05772920305
799	0.05766359648
800	0.05762632118
801	0.05754896443
802	0.05751227566
803	0.05742683549
804	0.05737967691
805	0.05736900066
806	0.05732959329
807	0.05722165676
808	0.05720030379
809	0.05710197888
810	0.05705439515
811	0.05700311014
812	0.05695508817
813	0.05690040489
814	0.05679509651
815	0.05673659846
816	0.05664472166
817	0.05658108272
818	0.05652021805
819	0.05645384695
820	0.05641772959
821	0.05634813542
822	0.0562937689
823	0.05624460512
824	0.05615743593
825	0.05608388974
826	0.05602409554
827	0.05601432549
828	0.05593121434
829	0.05584557124
830	0.0558018456
831	0.05578989159
832	0.05571541286
833	0.0556494141
834	0.05559250739
835	0.05550393512
836	0.05548998486
837	0.05542521975
838	0.05535921021
839	0.05529436855
840	0.05529253514
841	0.05525485725
842	0.0551993074
843	0.05514573033
844	0.05512015136
845	0.0550689379
846	0.05495491746
847	0.05492989719
848	0.05483776669
849	0.05476201374
850	0.0546909479
851	0.05460551916
852	0.05455419377
853	0.05452567472
854	0.05451350659
855	0.05448687274
856	0.0544338444
857	0.05442678831
858	0.05437575306
859	0.05431932323
860	0.05431570076
861	0.05423633357
862	0.05417975461
863	0.05412617112
864	0.05407656872
865	0.05405114325
866	0.05401049318
867	0.05399656649
868	0.0539544741
869	0.05388548461
870	0.05384707186
871	0.05376673746
872	0.05371213149
873	0.05366103832
874	0.05361007365
875	0.05355089478
876	0.05349610905
877	0.0534371267
878	0.05343541372
879	0.05343373894
880	0.05334781143
881	0.05327560891
882	0.05321477688
883	0.05315087168
884	0.05307588698
885	0.05303611918
886	0.05295481284
887	0.05291592566
888	0.05284989947
889	0.05284539804
890	0.05277667957
891	0.05270841612
892	0.05269936404
893	0.05263687978
894	0.05258585207
895	0.05249894738
896	0.05249736612
897	0.05246435573
898	0.0524066714
899	0.05233378341
900	0.05228488245
901	0.05220691999
902	0.052152454
903	0.05208120961
904	0.0520183279
905	0.05194645523
906	0.0518542999
907	0.05180039627
908	0.05176851768
909	0.05176708118
910	0.05166687119
911	0.05160199228
912	0.05156044782
913	0.05154793284
914	0.05148484741
915	0.0514221715
916	0.051332046
917	0.05126126763
918	0.05119502467
919	0.05114325975
920	0.05108105133
921	0.05101929478
922	0.05095195321
923	0.05086892331
924	0.0507972044
925	0.0507326278
926	0.05068578743
927	0.05063708476
928	0.0505887779
929	0.05051909418
930	0.05051495526
931	0.05041897273
932	0.05034976733
933	0.05030308755
934	0.05026488049
935	0.05022074296
936	0.05017883282
937	0.05012809393
938	0.05007856663
939	0.05002962886
940	0.04996877112
941	0.04996158
942	0.04990215621
943	0.0498777651
944	0.0497993389
945	0.04971279862
946	0.04968692187
947	0.04962919004
948	0.0495703147
949	0.04953885749
950	0.04948959203
951	0.04944051654
952	0.0493888284
953	0.04932256694
954	0.04926126846
955	0.04920672504
956	0.04920249834
957	0.04919132442
958	0.04912541692
959	0.04912090732
960	0.04908492298
961	0.04904774607
962	0.0489866719
963	0.04894533117
964	0.0489106307
965	0.04888550573
966	0.04884999838
967	0.04880338402
968	0.04875212316
969	0.04870701016
970	0.04862200173
971	0.04857339757
972	0.04849418425
973	0.04845551386
974	0.04839548719
975	0.04834420985
976	0.04830509111
977	0.04824115562
978	0.04820600726
979	0.04814892907
980	0.04811382597
981	0.04805023885
982	0.04799609946
983	0.0478902619
984	0.04786850998
985	0.04782113391
986	0.0477726546
987	0.0477253257
988	0.04768914559
989	0.04761645006
990	0.04761432232
991	0.04756430058
992	0.04750660641
993	0.04748483262
994	0.04747769323
995	0.047473668
996	0.04742638611
997	0.04737373953
998	0.04732433577
999	0.04727275178
